Gene stable ID	Gene stable ID version	NCBI gene ID	HGNC symbol
ENSG00000207579	ENSG00000207579.1	724032	MIR662
ENSG00000199077	ENSG00000199077.3	406918	MIR129-2
ENSG00000277521	ENSG00000277521.1	102466878	MIR8078
ENSG00000278236	ENSG00000278236.1		
ENSG00000202517	ENSG00000202517.1		
ENSG00000264793	ENSG00000264793.1	100616370	MIR4771-1
ENSG00000207712	ENSG00000207712.1	693212	MIR627
ENSG00000251970	ENSG00000251970.1		RNU1-41P
ENSG00000265003	ENSG00000265003.1	100616447	MIR4780
ENSG00000212303	ENSG00000212303.1		RNU6-1154P
ENSG00000207094	ENSG00000207094.1		
ENSG00000263512	ENSG00000263512.1	100422905	MIR4311
ENSG00000263453	ENSG00000263453.1	100616353	MIR4532
ENSG00000264796	ENSG00000264796.1	100846993	MIR5009
ENSG00000212282	ENSG00000212282.1		RNU6-578P
ENSG00000280636	ENSG00000280636.1		
ENSG00000253000	ENSG00000253000.1		RNU1-45P
ENSG00000284082	ENSG00000284082.1	102465666	MIR7109
ENSG00000283301	ENSG00000283301.1	100616466	MIR4520-2
ENSG00000274552	ENSG00000274552.1	102466758	MIR6889
ENSG00000201658	ENSG00000201658.1		RNU6-283P
ENSG00000206947	ENSG00000206947.1	109616963	SNORA20B
ENSG00000264999	ENSG00000264999.1	100847067	MIR5089
ENSG00000212624	ENSG00000212624.1		
ENSG00000221265	ENSG00000221265.1	100302193	MIR1255A
ENSG00000263955	ENSG00000263955.2		RN7SL850P
ENSG00000206764	ENSG00000206764.1		RNU6-152P
ENSG00000264233	ENSG00000264233.1	100616381	MIR4456
ENSG00000266146	ENSG00000266146.1	100847080	MIR5190
ENSG00000264536	ENSG00000264536.1	100847085	MIR5706
ENSG00000200545	ENSG00000200545.2		
ENSG00000274390	ENSG00000274390.1	102465533	MIR6885
ENSG00000238562	ENSG00000238562.1		RNU7-159P
ENSG00000284325	ENSG00000284325.1	100500820	MIR3655
ENSG00000265903	ENSG00000265903.1		
ENSG00000207645	ENSG00000207645.2	574458	MIR512-1
ENSG00000199047	ENSG00000199047.3	494327	MIR378A
ENSG00000240803	ENSG00000240803.3		RN7SL231P
ENSG00000252200	ENSG00000252200.1		
ENSG00000221288	ENSG00000221288.1	100313824	MIR663B
ENSG00000284256	ENSG00000284256.1	100847012	MIR5004
ENSG00000222800	ENSG00000222800.1		RNU2-62P
ENSG00000284067	ENSG00000284067.1	102466985	MIR6837
ENSG00000200455	ENSG00000200455.1		RNU6-1112P
ENSG00000275458	ENSG00000275458.1	102465485	MIR6809
ENSG00000273752	ENSG00000273752.1		
ENSG00000283523	ENSG00000283523.1	100500838	MIR3926-2
ENSG00000284448	ENSG00000284448.1	102465248	MIR6501
ENSG00000199832	ENSG00000199832.1		
ENSG00000200026	ENSG00000200026.1		
ENSG00000207192	ENSG00000207192.1		RNU6-649P
ENSG00000202566	ENSG00000202566.4	693122	MIR421
ENSG00000284266	ENSG00000284266.1	100616146	MIR4534
ENSG00000199398	ENSG00000199398.1		
ENSG00000273818	ENSG00000273818.1		RN7SL673P
ENSG00000240294	ENSG00000240294.2		RN7SKP241
ENSG00000216058	ENSG00000216058.1	100126340	MIR944
ENSG00000212336	ENSG00000212336.1		RNA5SP210
ENSG00000264706	ENSG00000264706.2		RN7SL217P
ENSG00000207428	ENSG00000207428.1		RNU6-95P
ENSG00000206973	ENSG00000206973.1		RNU6-1145P
ENSG00000207732	ENSG00000207732.1	407000	MIR218-1
ENSG00000252436	ENSG00000252436.1		
ENSG00000275362	ENSG00000275362.1		
ENSG00000198995	ENSG00000198995.3	442908	MIR340
ENSG00000201511	ENSG00000201511.1		
ENSG00000263896	ENSG00000263896.1		
ENSG00000284427	ENSG00000284427.1	100616124	MIR4647
ENSG00000252657	ENSG00000252657.1		
ENSG00000202533	ENSG00000202533.1		
ENSG00000207656	ENSG00000207656.1	574442	MIR489
ENSG00000221750	ENSG00000221750.1		
ENSG00000206654	ENSG00000206654.1		RNU6-608P
ENSG00000207065	ENSG00000207065.1		RNU5A-2P
ENSG00000242651	ENSG00000242651.3		RN7SL862P
ENSG00000221510	ENSG00000221510.1	100313829	MIR548O
ENSG00000207476	ENSG00000207476.1		RNU6-286P
ENSG00000274709	ENSG00000274709.1		
ENSG00000207804	ENSG00000207804.1	693184	MIR599
ENSG00000265599	ENSG00000265599.1	100616451	MIR4471
ENSG00000274759	ENSG00000274759.1		
ENSG00000251873	ENSG00000251873.1		RNA5SP182
ENSG00000241152	ENSG00000241152.3		RN7SL720P
ENSG00000200601	ENSG00000200601.1		RNA5SP50
ENSG00000284195	ENSG00000284195.1	102465513	MIR6852
ENSG00000252903	ENSG00000252903.2		RNU6-894P
ENSG00000201579	ENSG00000201579.1		RNU6-343P
ENSG00000275460	ENSG00000275460.1		
ENSG00000271886	ENSG00000271886.1	407054	MIR98
ENSG00000199960	ENSG00000199960.1	100033451	SNORD115-14
ENSG00000202322	ENSG00000202322.1		RNA5SP131
ENSG00000283694	ENSG00000283694.1	100422877	MIR3202-2
ENSG00000252171	ENSG00000252171.1		
ENSG00000212370	ENSG00000212370.1		RNU6-482P
ENSG00000200369	ENSG00000200369.1		RNU6-666P
ENSG00000276339	ENSG00000276339.1		
ENSG00000207231	ENSG00000207231.1		
ENSG00000200924	ENSG00000200924.1		RNU6-1048P
ENSG00000199308	ENSG00000199308.1		RNU6-222P
ENSG00000199283	ENSG00000199283.1		RNU1-58P
ENSG00000206749	ENSG00000206749.1		RNU6-1083P
ENSG00000201070	ENSG00000201070.1		RNU4-84P
ENSG00000206613	ENSG00000206613.1		RNU6-1336P
ENSG00000243968	ENSG00000243968.2		RN7SL402P
ENSG00000276711	ENSG00000276711.1		
ENSG00000200674	ENSG00000200674.1		RN7SKP160
ENSG00000200278	ENSG00000200278.1		RNA5SP352
ENSG00000207218	ENSG00000207218.1		
ENSG00000223142	ENSG00000223142.1		RN7SKP252
ENSG00000239319	ENSG00000239319.3		RN7SL854P
ENSG00000275808	ENSG00000275808.1		
ENSG00000275915	ENSG00000275915.1		
ENSG00000274008	ENSG00000274008.1		
ENSG00000200884	ENSG00000200884.1		
ENSG00000277081	ENSG00000277081.1		
ENSG00000278643	ENSG00000278643.1		
ENSG00000202137	ENSG00000202137.1		
ENSG00000206974	ENSG00000206974.1		RNU6-1144P
ENSG00000238707	ENSG00000238707.1		
ENSG00000277967	ENSG00000277967.1		
ENSG00000200494	ENSG00000200494.1		
ENSG00000252847	ENSG00000252847.1		RNU2-46P
ENSG00000221164	ENSG00000221164.1	109617000	SNORA11F
ENSG00000207071	ENSG00000207071.1		RNU6-1207P
ENSG00000207265	ENSG00000207265.1		
ENSG00000264250	ENSG00000264250.2		RN7SL835P
ENSG00000241757	ENSG00000241757.3		RN7SL714P
ENSG00000206806	ENSG00000206806.1		
ENSG00000272507	ENSG00000272507.1		RNU6-88P
ENSG00000265733	ENSG00000265733.1	109616974	SNORA74C-1
ENSG00000207494	ENSG00000207494.1		
ENSG00000201616	ENSG00000201616.1		RNU1-91P
ENSG00000202141	ENSG00000202141.1		
ENSG00000222057	ENSG00000222057.1		RNU4-62P
ENSG00000202351	ENSG00000202351.1		RN7SKP204
ENSG00000207297	ENSG00000207297.1	692076	SNORD7
ENSG00000200496	ENSG00000200496.1		
ENSG00000201772	ENSG00000201772.1	677796	SNORA5C
ENSG00000222724	ENSG00000222724.1		RNU2-63P
ENSG00000201012	ENSG00000201012.1		
ENSG00000200013	ENSG00000200013.1		RNU6-623P
ENSG00000222583	ENSG00000222583.1		RN7SKP222
ENSG00000206907	ENSG00000206907.1		RNU6-1013P
ENSG00000222960	ENSG00000222960.1		RNU6-272P
ENSG00000200487	ENSG00000200487.1		RNA5SP322
ENSG00000251955	ENSG00000251955.1		RNU6-27P
ENSG00000242020	ENSG00000242020.3		RN7SL68P
ENSG00000212518	ENSG00000212518.1		RNU11-5P
ENSG00000251717	ENSG00000251717.1		RNA5SP419
ENSG00000207263	ENSG00000207263.1	100033428	SNORD116-16
ENSG00000212260	ENSG00000212260.1		RNU6-724P
ENSG00000207092	ENSG00000207092.1		
ENSG00000239197	ENSG00000239197.1		
ENSG00000222231	ENSG00000222231.1		RNU2-54P
ENSG00000199709	ENSG00000199709.1		RNU4-23P
ENSG00000252162	ENSG00000252162.1		RNU6-830P
ENSG00000202279	ENSG00000202279.1		
ENSG00000202536	ENSG00000202536.2		
ENSG00000200189	ENSG00000200189.1		RNU6-832P
ENSG00000221038	ENSG00000221038.1		RNU6ATAC7P
ENSG00000206920	ENSG00000206920.1		RNY1P6
ENSG00000206662	ENSG00000206662.1		
ENSG00000200754	ENSG00000200754.1		
ENSG00000242769	ENSG00000242769.3		RN7SL432P
ENSG00000277306	ENSG00000277306.1		
ENSG00000276525	ENSG00000276525.1		
ENSG00000252794	ENSG00000252794.1		RN7SKP60
ENSG00000266615	ENSG00000266615.1		
ENSG00000212259	ENSG00000212259.1		RNU6-308P
ENSG00000222889	ENSG00000222889.1		RN7SKP29
ENSG00000212278	ENSG00000212278.1		
ENSG00000266381	ENSG00000266381.2		
ENSG00000222783	ENSG00000222783.1		RN7SKP212
ENSG00000264862	ENSG00000264862.2		RN7SL45P
ENSG00000264909	ENSG00000264909.1		
ENSG00000278230	ENSG00000278230.1		
ENSG00000278135	ENSG00000278135.1		
ENSG00000238942	ENSG00000238942.1		SNORD2
ENSG00000208772	ENSG00000208772.1	692225	SNORD94
ENSG00000252622	ENSG00000252622.1		RNU6-881P
ENSG00000243883	ENSG00000243883.3		RN7SL419P
ENSG00000207115	ENSG00000207115.1		RNU6-364P
ENSG00000212599	ENSG00000212599.1		RNU6-279P
ENSG00000275405	ENSG00000275405.1		
ENSG00000239279	ENSG00000239279.3		RN7SL184P
ENSG00000222616	ENSG00000222616.1		RN7SKP27
ENSG00000274806	ENSG00000274806.1		
ENSG00000201811	ENSG00000201811.1		
ENSG00000238410	ENSG00000238410.1		
ENSG00000276800	ENSG00000276800.1		
ENSG00000199880	ENSG00000199880.1		RNU6-888P
ENSG00000240637	ENSG00000240637.3		RN7SL808P
ENSG00000251756	ENSG00000251756.1		RNA5SP385
ENSG00000244307	ENSG00000244307.3		RN7SL395P
ENSG00000266420	ENSG00000266420.2		RN7SL118P
ENSG00000276735	ENSG00000276735.1		
ENSG00000222594	ENSG00000222594.1		RN7SKP235
ENSG00000275588	ENSG00000275588.1		RN7SL341P
ENSG00000252475	ENSG00000252475.1		RNU6-1332P
ENSG00000201519	ENSG00000201519.1		RNU6-645P
ENSG00000239884	ENSG00000239884.3		RN7SL608P
ENSG00000201980	ENSG00000201980.1		
ENSG00000202034	ENSG00000202034.1		RNU6-399P
ENSG00000277385	ENSG00000277385.1		
ENSG00000271852	ENSG00000271852.1		SNORD11B
ENSG00000273538	ENSG00000273538.1		
ENSG00000252364	ENSG00000252364.1		RNA5SP360
ENSG00000251887	ENSG00000251887.2		RNU6-760P
ENSG00000278237	ENSG00000278237.1		
ENSG00000240474	ENSG00000240474.3		RN7SL116P
ENSG00000207366	ENSG00000207366.1		RNU6-297P
ENSG00000201185	ENSG00000201185.1		RNA5SP202
ENSG00000200831	ENSG00000200831.1		SNORD36B
ENSG00000264866	ENSG00000264866.2		
ENSG00000221216	ENSG00000221216.1		RNU6ATAC27P
ENSG00000280496	ENSG00000280496.1	677824	SNORA17B
ENSG00000276253	ENSG00000276253.1		
ENSG00000252244	ENSG00000252244.1		RNU7-3P
ENSG00000206960	ENSG00000206960.1		RNU6-793P
ENSG00000252305	ENSG00000252305.1		
ENSG00000275006	ENSG00000275006.1		
ENSG00000243782	ENSG00000243782.3		RN7SL78P
ENSG00000202515	ENSG00000202515.1	56662	VTRNA1-3
ENSG00000222792	ENSG00000222792.1		RNU6-860P
ENSG00000207256	ENSG00000207256.1		RNU6-880P
ENSG00000275856	ENSG00000275856.1		
ENSG00000202081	ENSG00000202081.1		RNU6-1280P
ENSG00000274208	ENSG00000274208.1		
ENSG00000273541	ENSG00000273541.1		
ENSG00000223190	ENSG00000223190.1		RN7SKP100
ENSG00000206811	ENSG00000206811.1	574042	SNORA10
ENSG00000199735	ENSG00000199735.1		RNU6-227P
ENSG00000207194	ENSG00000207194.1		RNU6-1026P
ENSG00000201036	ENSG00000201036.1		
ENSG00000278100	ENSG00000278100.1		
ENSG00000221468	ENSG00000221468.1		RNU6ATAC11P
ENSG00000265889	ENSG00000265889.1		
ENSG00000266884	ENSG00000266884.1		
ENSG00000252840	ENSG00000252840.1		
ENSG00000241821	ENSG00000241821.3		RN7SL170P
ENSG00000238785	ENSG00000238785.1		RNU7-92P
ENSG00000207073	ENSG00000207073.1		
ENSG00000272439	ENSG00000272439.1		RNU6-91P
ENSG00000252936	ENSG00000252936.1		RNA5SP423
ENSG00000222361	ENSG00000222361.1		RNU6-1186P
ENSG00000277752	ENSG00000277752.1		
ENSG00000252510	ENSG00000252510.1		RNA5SP55
ENSG00000274887	ENSG00000274887.4	284415	VSTM1
ENSG00000207338	ENSG00000207338.1		RNU6-296P
ENSG00000276189	ENSG00000276189.1		
ENSG00000206949	ENSG00000206949.1		RNU6-1324P
ENSG00000253074	ENSG00000253074.1		RNU6-586P
ENSG00000207499	ENSG00000207499.1		
ENSG00000264002	ENSG00000264002.2		RN7SL52P
ENSG00000240613	ENSG00000240613.3		RN7SL98P
ENSG00000200338	ENSG00000200338.1		RNU1-49P
ENSG00000278045	ENSG00000278045.1		
ENSG00000239127	ENSG00000239127.1	100113380	SNORD125
ENSG00000201548	ENSG00000201548.1		
ENSG00000222154	ENSG00000222154.1		RN7SKP218
ENSG00000275979	ENSG00000275979.4	4849	CNOT3
ENSG00000202025	ENSG00000202025.1		RNU6-1240P
ENSG00000200827	ENSG00000200827.1		RNU6-324P
ENSG00000277922	ENSG00000277922.1		
ENSG00000207187	ENSG00000207187.1	109616960	SNORA10B
ENSG00000266794	ENSG00000266794.2		RN7SL7P
ENSG00000244677	ENSG00000244677.3		RN7SL706P
ENSG00000212135	ENSG00000212135.1	692108	SNORD67
ENSG00000275128	ENSG00000275128.1		RN7SL203P
ENSG00000212371	ENSG00000212371.1		
ENSG00000206625	ENSG00000206625.1	26827	RNU6-1
ENSG00000222950	ENSG00000222950.1		RN7SKP262
ENSG00000222375	ENSG00000222375.1		RN7SKP127
ENSG00000206722	ENSG00000206722.1		RNU6-1074P
ENSG00000212157	ENSG00000212157.1		RNU6-1319P
ENSG00000252214	ENSG00000252214.1		RNU6-542P
ENSG00000222451	ENSG00000222451.1		RN7SKP143
ENSG00000206917	ENSG00000206917.1		RNU1-52P
ENSG00000206964	ENSG00000206964.1		
ENSG00000252290	ENSG00000252290.1		
ENSG00000277994	ENSG00000277994.1		
ENSG00000278421	ENSG00000278421.1		
ENSG00000278007	ENSG00000278007.1		
ENSG00000201489	ENSG00000201489.1		
ENSG00000242860	ENSG00000242860.3		RN7SL180P
ENSG00000252595	ENSG00000252595.1		RN7SKP82
ENSG00000209480	ENSG00000209480.1	116938	SNORD83B
ENSG00000199286	ENSG00000199286.1		RNU6-1094P
ENSG00000212238	ENSG00000212238.1		RNA5SP244
ENSG00000239069	ENSG00000239069.1		
ENSG00000201300	ENSG00000201300.1	100036564	SNORD115-27
ENSG00000207122	ENSG00000207122.1		RNU6-591P
ENSG00000206939	ENSG00000206939.1		RNU6-281P
ENSG00000207776	ENSG00000207776.1	693135	MIR551A
ENSG00000251935	ENSG00000251935.1		RN7SKP179
ENSG00000283664	ENSG00000283664.1	100616128	MIR4679-1
ENSG00000263693	ENSG00000263693.1	100423000	MIR3161
ENSG00000274175	ENSG00000274175.1		
ENSG00000239471	ENSG00000239471.3		RN7SL584P
ENSG00000266663	ENSG00000266663.1	100422973	MIR3169
ENSG00000266886	ENSG00000266886.1		
ENSG00000264850	ENSG00000264850.1	100423013	MIR4310
ENSG00000277845	ENSG00000277845.1		RN7SKP175
ENSG00000265991	ENSG00000265991.1	100616231	MIR4519
ENSG00000223220	ENSG00000223220.1		
ENSG00000221698	ENSG00000221698.1	100302287	MIR548H3
ENSG00000201216	ENSG00000201216.1		
ENSG00000275238	ENSG00000275238.1	100616203	MIR4734
ENSG00000277761	ENSG00000277761.1		
ENSG00000276145	ENSG00000276145.1	441864	TARM1
ENSG00000284411	ENSG00000284411.1	100422832	MIR3191
ENSG00000207738	ENSG00000207738.1	574476	MIR520C
ENSG00000274747	ENSG00000274747.1		RN7SL627P
ENSG00000264975	ENSG00000264975.1	100616431	MIR4431
ENSG00000278549	ENSG00000278549.1	102466191	MIR6736
ENSG00000253088	ENSG00000253088.1		
ENSG00000207798	ENSG00000207798.1	406998	MIR216A
ENSG00000268674	ENSG00000268674.2	644634	
ENSG00000268674	ENSG00000268674.2	729587	
ENSG00000268674	ENSG00000268674.2	100996741	
ENSG00000215952	ENSG00000215952.1	100126349	MIR921
ENSG00000243015	ENSG00000243015.2		RN7SL737P
ENSG00000221502	ENSG00000221502.1	100302219	MIR1245A
ENSG00000264358	ENSG00000264358.1	100422947	MIR3122
ENSG00000284163	ENSG00000284163.1	100500810	MIR3620
ENSG00000221585	ENSG00000221585.1	100302232	MIR1226
ENSG00000275981	ENSG00000275981.1		
ENSG00000283926	ENSG00000283926.1	406967	MIR192
ENSG00000207940	ENSG00000207940.1	693152	MIR567
ENSG00000283575	ENSG00000283575.1		
ENSG00000275605	ENSG00000275605.1	4696	
ENSG00000276769	ENSG00000276769.1	102465450	MIR6752
ENSG00000264986	ENSG00000264986.1	100847039	MIR5092
ENSG00000207924	ENSG00000207924.3	406973	MIR196A2
ENSG00000274206	ENSG00000274206.1		
ENSG00000263510	ENSG00000263510.1	100616454	MIR4497
ENSG00000266555	ENSG00000266555.1	100423001	MIR3145
ENSG00000207093	ENSG00000207093.1	100033420	SNORD116-8
ENSG00000221421	ENSG00000221421.1	100302265	MIR1283-1
ENSG00000283710	ENSG00000283710.1	100302185	MIR1204
ENSG00000264075	ENSG00000264075.1	100616187	MIR4783
ENSG00000252076	ENSG00000252076.1		RN7SKP196
ENSG00000265284	ENSG00000265284.1	100616373	MIR4770
ENSG00000221763	ENSG00000221763.1	100302125	MIR1289-1
ENSG00000278618	ENSG00000278618.1	103504736	MIR8069-2
ENSG00000264090	ENSG00000264090.1	100847047	MIR4666B
ENSG00000199879	ENSG00000199879.1		RNU1-120P
ENSG00000266012	ENSG00000266012.1	100616295	MIR4764
ENSG00000212586	ENSG00000212586.1		
ENSG00000274046	ENSG00000274046.1		
ENSG00000284015	ENSG00000284015.1	100302237	MIR1281
ENSG00000272543	ENSG00000272543.1	100616138	MIR4787
ENSG00000239822	ENSG00000239822.3		RN7SL754P
ENSG00000201634	ENSG00000201634.1	100033822	SNORD115-48
ENSG00000207739	ENSG00000207739.1	407001	MIR218-2
ENSG00000274626	ENSG00000274626.3	6203	
ENSG00000264249	ENSG00000264249.1	100500831	MIR3912
ENSG00000283616	ENSG00000283616.1	100847034	MIR5683
ENSG00000212628	ENSG00000212628.1		RNA5SP241
ENSG00000283409	ENSG00000283409.1	100500880	MIR3662
ENSG00000264357	ENSG00000264357.1	100616116	MIR4648
ENSG00000207757	ENSG00000207757.1	407050	MIR93
ENSG00000251985	ENSG00000251985.1		RNU6-1161P
ENSG00000284185	ENSG00000284185.1	407003	MIR219A2
ENSG00000263858	ENSG00000263858.1	100616147	MIR4769
ENSG00000238317	ENSG00000238317.2	692058	SNORD11
ENSG00000207321	ENSG00000207321.1		RNU6-160P
ENSG00000283290	ENSG00000283290.1		
ENSG00000212607	ENSG00000212607.1	677826	SNORA3B
ENSG00000251972	ENSG00000251972.1		RNU6-123P
ENSG00000244748	ENSG00000244748.3		RN7SL153P
ENSG00000207524	ENSG00000207524.1		RNU6-33P
ENSG00000283337	ENSG00000283337.1		
ENSG00000278144	ENSG00000278144.1		
ENSG00000273554	ENSG00000273554.4		
ENSG00000241226	ENSG00000241226.3		RN7SL836P
ENSG00000202217	ENSG00000202217.1		RN7SKP47
ENSG00000212442	ENSG00000212442.1		RNU6-243P
ENSG00000251770	ENSG00000251770.1		RNA5SP486
ENSG00000264960	ENSG00000264960.1		
ENSG00000274091	ENSG00000274091.1		SNORD1C
ENSG00000207171	ENSG00000207171.1		
ENSG00000200121	ENSG00000200121.2		
ENSG00000244230	ENSG00000244230.3		RN7SL151P
ENSG00000212330	ENSG00000212330.1		RNU6-244P
ENSG00000274050	ENSG00000274050.4	51206	GP6
ENSG00000206899	ENSG00000206899.1		RNU6-36P
ENSG00000252264	ENSG00000252264.1		RNU7-153P
ENSG00000251965	ENSG00000251965.1		RNA5SP208
ENSG00000201965	ENSG00000201965.1		
ENSG00000212608	ENSG00000212608.1		
ENSG00000222308	ENSG00000222308.1		RNA5SP198
ENSG00000199806	ENSG00000199806.1		RNA5SP491
ENSG00000206598	ENSG00000206598.1		RNU6-1286P
ENSG00000277950	ENSG00000277950.1		
ENSG00000222328	ENSG00000222328.1		RNU2-2P
ENSG00000275994	ENSG00000275994.1	677809	SNORA24
ENSG00000201465	ENSG00000201465.1		
ENSG00000277614	ENSG00000277614.1	6447	SCG5
ENSG00000276764	ENSG00000276764.1		
ENSG00000243845	ENSG00000243845.3		RN7SL30P
ENSG00000200163	ENSG00000200163.1	100033456	SNORD115-18
ENSG00000200162	ENSG00000200162.1		
ENSG00000242165	ENSG00000242165.3		RN7SL222P
ENSG00000202318	ENSG00000202318.1		
ENSG00000274122	ENSG00000274122.1		
ENSG00000201912	ENSG00000201912.1		RN7SKP189
ENSG00000241144	ENSG00000241144.3		RN7SL728P
ENSG00000252774	ENSG00000252774.1		
ENSG00000252319	ENSG00000252319.1		
ENSG00000210181	ENSG00000210181.1		RNU6ATAC4P
ENSG00000283876	ENSG00000283876.1	100422894	MIR4260
ENSG00000252735	ENSG00000252735.1		RNU6-528P
ENSG00000272469	ENSG00000272469.2		RN7SL760P
ENSG00000283558	ENSG00000283558.1		
ENSG00000264384	ENSG00000264384.2		RN7SL431P
ENSG00000206629	ENSG00000206629.1		RNU1-63P
ENSG00000263540	ENSG00000263540.1	100847020	MIR5582
ENSG00000252350	ENSG00000252350.1		RPPH1-3P
ENSG00000264032	ENSG00000264032.1	100616330	MIR4491
ENSG00000207172	ENSG00000207172.1		RNU6-1162P
ENSG00000281842	ENSG00000281842.2	100302221	MIR1291
ENSG00000238420	ENSG00000238420.1		RNU6-437P
ENSG00000283621	ENSG00000283621.1	102466729	MIR6759
ENSG00000201545	ENSG00000201545.1		RNU4-85P
ENSG00000283793	ENSG00000283793.1	102465519	MIR6861
ENSG00000207185	ENSG00000207185.1		RNU6-1157P
ENSG00000265993	ENSG00000265993.1	100847064	MIR5694
ENSG00000207260	ENSG00000207260.1		RNU6-35P
ENSG00000276678	ENSG00000276678.1		
ENSG00000207766	ENSG00000207766.1	693211	MIR626
ENSG00000275323	ENSG00000275323.3	6203	
ENSG00000251931	ENSG00000251931.1		RNU6-871P
ENSG00000283891	ENSG00000283891.1	693213	MIR628
ENSG00000252119	ENSG00000252119.1		
ENSG00000201594	ENSG00000201594.1		RNA5SP517
ENSG00000207695	ENSG00000207695.1	406960	MIR184
ENSG00000221634	ENSG00000221634.1	100302121	MIR1276
ENSG00000243227	ENSG00000243227.3		RN7SL55P
ENSG00000276366	ENSG00000276366.1		
ENSG00000284346	ENSG00000284346.1	100126328	MIR940
ENSG00000222439	ENSG00000222439.1		RNU6-994P
ENSG00000284184	ENSG00000284184.1	102465252	MIR6506
ENSG00000264314	ENSG00000264314.1	100847030	MIR548AT
ENSG00000201491	ENSG00000201491.1		RNU4-75P
ENSG00000273929	ENSG00000273929.1		
ENSG00000278682	ENSG00000278682.4	55655	NLRP2
ENSG00000283492	ENSG00000283492.1	102465690	MIR7153
ENSG00000284553	ENSG00000284553.1	102465534	MIR6886
ENSG00000223215	ENSG00000223215.1		RNU6-607P
ENSG00000264175	ENSG00000264175.1	100422943	MIR3189
ENSG00000252757	ENSG00000252757.1		RN7SKP96
ENSG00000201747	ENSG00000201747.1		RNU6-534P
ENSG00000264979	ENSG00000264979.1	100616123	MIR4436B1
ENSG00000263973	ENSG00000263973.1	100616148	MIR4760
ENSG00000266672	ENSG00000266672.1	692092	SNORD32B
ENSG00000202063	ENSG00000202063.1		RNA5SP79
ENSG00000266329	ENSG00000266329.1	100422962	MIR4281
ENSG00000252081	ENSG00000252081.1		RNU6-277P
ENSG00000265724	ENSG00000265724.1	100422948	MIR4284
ENSG00000199801	ENSG00000199801.1		
ENSG00000207597	ENSG00000207597.1	574443	MIR490
ENSG00000273694	ENSG00000273694.1		
ENSG00000265465	ENSG00000265465.1	100616249	MIR4768
ENSG00000207008	ENSG00000207008.1	677833	SNORA54
ENSG00000265392	ENSG00000265392.1	100422975	MIR4252
ENSG00000252577	ENSG00000252577.1	677681	SCARNA20
ENSG00000283920	ENSG00000283920.1	102465445	MIR6743
ENSG00000207800	ENSG00000207800.3	574507	MIR504
ENSG00000265744	ENSG00000265744.1	100616390	MIR4427
ENSG00000223012	ENSG00000223012.1		RN7SKP264
ENSG00000266719	ENSG00000266719.1	100616286	MIR4676
ENSG00000241420	ENSG00000241420.3		RN7SL505P
ENSG00000221703	ENSG00000221703.1	100313774	MIR302E
ENSG00000201955	ENSG00000201955.1		RNY3P1
ENSG00000284415	ENSG00000284415.1	100302133	MIR1287
ENSG00000277027	ENSG00000277027.1		RMRP
ENSG00000239211	ENSG00000239211.3		RN7SL563P
ENSG00000264603	ENSG00000264603.1	100423016	MIR3159
ENSG00000274986	ENSG00000274986.1	102466192	MIR6750
ENSG00000251983	ENSG00000251983.1		RN7SKP157
ENSG00000239547	ENSG00000239547.3		RN7SL843P
ENSG00000202119	ENSG00000202119.1		RNU6-302P
ENSG00000263615	ENSG00000263615.1	100422861	MIR4306
ENSG00000266215	ENSG00000266215.1	100422918	MIR3167
ENSG00000252494	ENSG00000252494.1		RNU6-126P
ENSG00000266461	ENSG00000266461.1	100616495	MIR2392
ENSG00000273986	ENSG00000273986.1		
ENSG00000201643	ENSG00000201643.1	677801	SNORA14A
ENSG00000207983	ENSG00000207983.1	693198	MIR613
ENSG00000283484	ENSG00000283484.1	100616238	MIR3529
ENSG00000201591	ENSG00000201591.1		RNU6-99P
ENSG00000276213	ENSG00000276213.1		
ENSG00000266204	ENSG00000266204.1	100847093	MIR5589
ENSG00000208028	ENSG00000208028.1	693201	MIR616
ENSG00000221241	ENSG00000221241.1	692202	SNORD88A
ENSG00000200175	ENSG00000200175.1		RNU6-1309P
ENSG00000207706	ENSG00000207706.1	574472	MIR518F
ENSG00000201574	ENSG00000201574.1		RNU1-93P
ENSG00000199172	ENSG00000199172.3	442903	MIR331
ENSG00000263909	ENSG00000263909.1	100846995	MIR5000
ENSG00000200745	ENSG00000200745.1		RNU1-31P
ENSG00000201285	ENSG00000201285.1		
ENSG00000281863	ENSG00000281863.1		
ENSG00000207652	ENSG00000207652.1	693206	MIR621
ENSG00000263813	ENSG00000263813.1	100500878	MIR3679
ENSG00000202233	ENSG00000202233.2		
ENSG00000252188	ENSG00000252188.1		
ENSG00000275453	ENSG00000275453.2	100616190	MIR548O2
ENSG00000201962	ENSG00000201962.1		RNA5SP126
ENSG00000212428	ENSG00000212428.1		
ENSG00000264657	ENSG00000264657.1	100422830	MIR3171
ENSG00000223087	ENSG00000223087.2		RNU6-602P
ENSG00000274280	ENSG00000274280.1	102464824	MIR6069
ENSG00000200248	ENSG00000200248.1		RNA5SP214
ENSG00000283944	ENSG00000283944.1	100616211	MIR4709
ENSG00000199231	ENSG00000199231.1		
ENSG00000284289	ENSG00000284289.1	102465492	MIR6820
ENSG00000239419	ENSG00000239419.3		RN7SL535P
ENSG00000251840	ENSG00000251840.1		RN7SKP155
ENSG00000276365	ENSG00000276365.1	406937	MIR145
